date,KPI,GDN_Spend,GDN_IMP,FB_Spend,FB_IMP,Google_nonbrand_Spend,Google_nonbrand_IMP,Google_nonbrand_e_Spend,Google_nonbrand_e_IMP,Google_brand_spend,Google_brand_imp,YT_Spend,YT_IMP,radio_spend,radio_imp,tv60_imp,tv30_imp,tv15_imp,tv60_spend,tv30_spend,tv15_spend
16-Sep-13,426,670,"564,071","1,426","409,870","1,938","17,647",,,408,"4,222",0,0,,,,,,,,
17-Sep-13,414,638,"491,703","1,077","266,767","1,859","18,228",,,402,"4,258",0,0,,,,,,,,
18-Sep-13,397,655,"449,102","1,006","194,483","1,940","17,733",,,386,"4,429",0,0,,,,,,,,
19-Sep-13,416,624,"399,183","1,074","241,399","1,872","16,436",,,375,"4,023",0,0,,,,,,,,
20-Sep-13,349,611,"379,632",914,"213,313","1,770","15,728",,,356,"3,810",0,0,,,,,,,,
21-Sep-13,248,573,"325,370",893,"238,770","1,576","13,123",,,271,"2,684",0,0,,,,,,,,
22-Sep-13,256,424,"280,106",896,"258,681","1,701","14,026",,,269,"2,845",0,0,,,,,,,,
23-Sep-13,408,675,"442,010","1,001","242,639","1,887","18,348",,,404,"4,321",0,0,,,,,,,,
24-Sep-13,424,666,"423,367",961,"229,506","2,210","19,521",,,405,"4,550",0,0,,,,,,,,
25-Sep-13,364,600,"397,453",899,"199,173","1,770","17,291",,,403,"4,368",0,0,,,,,,,,
26-Sep-13,446,614,"361,461",924,"205,328","1,886","16,774",,,398,"4,069",0,0,,,,,,,,
27-Sep-13,349,568,"319,273",798,"184,917","1,577","14,910",,,383,"3,859",0,0,,,,,,,,
28-Sep-13,246,462,"240,934",897,"194,336","1,361","11,927",,,255,"2,480",0,0,,,,,,,,
29-Sep-13,267,358,"225,789","1,258","370,581","1,598","12,931",,,197,"2,281",0,0,,,,,,,,
30-Sep-13,473,607,"333,162","1,546","459,478","1,979","17,209",,,252,"3,738",0,0,,,,,,,,
1-Oct-13,464,553,"354,921","1,955","554,648","2,082","17,991",,,223,"4,182",0,0,,,,,,,,
2-Oct-13,428,627,"408,372","2,285","579,056","1,985","17,567",,,199,"4,960",0,0,,,,,,,,
3-Oct-13,362,607,"371,926","2,132","529,284","1,740","17,182",,,171,"4,757",0,0,,,,,,,,
4-Oct-13,447,587,"392,666","2,031","508,164","1,661","15,610",,,150,"4,117",0,0,,,,,,,,
5-Oct-13,265,489,"339,007","1,967","563,781","1,552","12,424",,,121,"2,743",0,0,,,,,,,,
6-Oct-13,286,456,"399,011","1,901","503,189","1,728","13,525",,,117,"2,991",0,0,,,,,,,,
7-Oct-13,576,787,"724,857","1,928","482,129","2,091","18,289",,,186,"4,476",0,0,,,,,,,,
8-Oct-13,638,643,"512,325","1,879","431,058","2,208","18,945",,,185,"4,776",0,0,,,,,,,,
9-Oct-13,647,662,"489,989","1,430","376,910","1,685","17,745",,,204,"4,738",0,0,,,,,,,,
10-Oct-13,460,647,"515,511","1,293","318,508","1,729","15,900",,,174,"4,351",0,0,,,,,,,,
11-Oct-13,379,661,"478,070","1,070","233,997","1,559","14,383",,,161,"3,868",0,0,,,,,,,,
12-Oct-13,336,578,"444,549","1,191","246,242","1,429","10,824",,,119,"2,631",0,0,,,,,,,,
13-Oct-13,363,473,"392,223","1,210","331,473","1,332","10,584",,,99,"2,349",0,0,,,,,,,,
14-Oct-13,580,526,"412,667","1,659","515,452","1,473","13,321",,,159,"3,294",0,0,,,,,,,,
15-Oct-13,664,455,"363,731","2,321","605,342","1,887","16,595",,,212,"5,123",0,0,,,,,,,,
16-Oct-13,592,505,"372,891","2,038","618,347","1,947","17,586",,,208,"5,105",0,0,,,,,,,,
17-Oct-13,531,556,"485,528","1,825","522,182","2,123","17,884",,,171,"4,601",0,0,,,,,,,,
18-Oct-13,522,573,"590,195","1,922","490,440","1,781","15,833",,,168,"4,370",0,0,,,,,,,,
19-Oct-13,368,560,"387,413","1,999","508,452","1,863","13,747",,,123,"3,105",0,0,,,,,,,,
20-Oct-13,447,460,"337,057","2,090","665,806","1,661","14,372",,,138,"3,222",0,0,,,,,,,,
21-Oct-13,717,677,"497,331","1,639","410,973","2,080","18,486",,,229,"4,722",0,0,,,,,,,,
22-Oct-13,637,691,"524,860","1,285","297,522","2,188","19,364",,,228,"5,308",0,0,,,,,,,,
23-Oct-13,605,691,"515,361",874,"171,790","2,238","19,313",,,193,"4,833",0,0,,,,,,,,
24-Oct-13,590,696,"495,340","1,123","210,183","2,083","19,659",,,210,"4,984",0,0,,,,,,,,
25-Oct-13,495,615,"423,283","1,379","170,067","1,694","17,934",,,195,"4,311",0,0,,,,,,,,
26-Oct-13,367,599,"361,205","1,187","169,227","1,841","14,752",,,105,"3,114",0,0,,,,,,,,
27-Oct-13,434,544,"379,281",959,"212,718","1,757","15,815",,,116,"3,240",0,0,,,,,,,,
28-Oct-13,609,699,"512,579","1,096","221,968","2,274","21,045",,,193,"4,932",0,0,,,,,,,,
29-Oct-13,680,737,"533,989",797,"166,671","2,169","21,257",,,221,"5,201",0,0,,,,,,,,
30-Oct-13,596,628,"465,108",830,"196,035","1,958","20,124",,,191,"4,804",0,0,,,,,,,,
31-Oct-13,517,645,"445,170","1,120","308,988","2,006","18,943",,,146,"4,401",0,0,,,,,,,,
1-Nov-13,497,620,"435,587","1,039","219,164","1,860","17,200",,,139,"4,083",0,0,,,,,,,,
2-Nov-13,445,627,"463,107","1,099","264,570","1,669","16,083",,,136,"2,945",0,0,,,,,,,,
3-Nov-13,562,489,"424,508","1,328","396,967","1,833","16,683",,,115,"3,341",0,0,,,,,,,,
4-Nov-13,783,722,"604,205","1,254","367,538","2,082","21,051",,,188,"4,791",0,0,,,,,,,,
5-Nov-13,746,779,"605,066","1,194","306,403","1,923","21,439",,,191,"5,380",0,0,,,,,,,,
6-Nov-13,808,768,"557,078","1,268","316,628","1,860","20,267",,,214,"5,389",0,0,,,,,,,,
7-Nov-13,744,714,"528,298","1,243","306,243","1,563","19,607",,,220,"5,060",0,0,,,,,,,,
8-Nov-13,636,703,"473,505","1,224","298,845","1,708","18,846",,,175,"4,746",0,0,,,,,,,,
9-Nov-13,510,645,"444,163","1,194","299,564","1,619","16,104",,,139,"3,377",0,0,,,,,,,,
10-Nov-13,580,559,"429,199","1,262","377,885","1,564","16,879",,,141,"3,262",0,0,,,,,,,,
11-Nov-13,750,782,"645,186","1,277","356,953","1,949","21,363",,,191,"4,822",0,0,,,,,,,,
12-Nov-13,888,552,"418,078","1,049","315,038","2,269","23,618",,,217,"5,378",0,0,,,,,,,,
13-Nov-13,668,470,"349,239","1,019","254,708","2,074","22,906",,,163,"5,698",0,0,,,,,,,,
14-Nov-13,800,464,"343,510","1,062","243,129","1,893","22,044",,,167,"5,215",0,0,,,,,,,,
15-Nov-13,706,474,"339,726",926,"250,083","1,853","20,584",,,167,"4,373",0,0,,,,,,,,
16-Nov-13,557,357,"261,466",914,"288,808","1,681","15,701",,,121,"3,096",0,0,,,,,,,,
17-Nov-13,541,346,"259,500",944,"255,680","1,711","16,970",,,123,"3,259",0,0,,,,,,,,
18-Nov-13,855,498,"399,558",931,"241,888","2,321","22,554",,,197,"5,069",0,0,,,,,,,,
19-Nov-13,931,616,"507,704",749,"175,320","2,296","23,803",,,197,"5,338",0,0,,,,,,,,
20-Nov-13,827,629,"485,815","1,140","232,666","2,312","22,552",,,209,"5,142",0,0,,,,,,,,
21-Nov-13,721,563,"463,140","1,010","220,481","2,057","21,246",,,171,"4,965",0,0,,,,,,,,
22-Nov-13,617,523,"443,426",941,"214,053","1,772","19,192",,,160,"4,051",0,0,,,,,,,,
23-Nov-13,442,468,"337,796",962,"220,026","1,412","15,314",,,130,"2,786",0,0,,,,,,,,
24-Nov-13,469,379,"355,793","1,010","236,502","1,512","16,559",,,139,"3,129",0,0,,,,,,,,
25-Nov-13,743,563,"508,529","1,091","257,558","1,959","20,892",,,205,"5,075",0,0,,,,,,,,
26-Nov-13,809,548,"497,975",956,"196,049","2,192","22,050",,,223,"5,383",0,0,,,,,,,,
27-Nov-13,708,613,"494,664",906,"184,861","2,248","21,413",,,209,"5,065",0,0,,,,,,,,
28-Nov-13,678,558,"428,887",946,"184,057","2,065","19,909",,,208,"4,849",0,0,,,,,,,,
29-Nov-13,573,475,"312,176",896,"149,870","1,599","17,763",,,156,"4,224",0,0,,,,,,,,
30-Nov-13,420,422,"243,738","1,006","186,033","1,578","14,725",,,143,"2,623",0,0,,,,,,,,
1-Dec-13,481,430,"272,500","1,098","216,206","1,546","15,349",,,126,"2,947",0,0,,,,,,,,
2-Dec-13,683,679,"454,329","1,110","206,704","1,899","20,335",,,193,"4,808",0,0,,,,,,,,
3-Dec-13,645,630,"469,103",876,"147,406","2,185","21,224",,,214,"4,979",0,0,,,,,,,,
4-Dec-13,611,693,"515,249",886,"161,949","2,087","20,773",,,196,"4,564",0,0,,,,,,,,
5-Dec-13,705,580,"475,521",879,"147,573","1,872","19,591",,,201,"4,736",0,0,,,,,,,,
6-Dec-13,551,552,"418,070",844,"144,720","1,813","18,352",,,145,"4,044",0,0,,,,,,,,
7-Dec-13,290,523,"324,909",721,"120,779","1,710","14,197",,,108,"2,558",0,0,,,,,,,,
8-Dec-13,329,435,"327,122",560,"122,426","1,726","14,733",,,135,"2,654",0,0,,,,,,,,
9-Dec-13,646,576,"480,074",780,"140,862","1,950","19,494",,,173,"4,282",0,0,,,,,,,,
10-Dec-13,648,596,"486,690",616,"120,802","2,003","20,225",,,181,"4,701",0,0,,,,,,,,
11-Dec-13,621,579,"422,145",567,"116,271","1,846","18,622",,,180,"4,629",0,0,,,,,,,,
12-Dec-13,620,550,"382,440",277,"59,922","1,889","18,336",,,172,"4,499",0,0,,,,,,,,
13-Dec-13,479,470,"336,271",357,"71,187","1,456","15,848",,,151,"4,002",0,0,,,,,,,,
14-Dec-13,297,472,"278,892",361,"73,948","1,466","13,335",,,83,"2,379",0,0,,,,,,,,
15-Dec-13,294,371,"343,753",0,0,"1,275","13,616",,,88,"2,160",0,0,,,,,,,,
16-Dec-13,597,493,"486,763",676,"139,146","1,473","17,456",,,193,"3,992",0,0,,,,,,,,
17-Dec-13,565,492,"374,415",676,"125,881","2,719","27,139",,,180,"4,289",0,0,,,,,,,,
18-Dec-13,418,509,"396,224",785,"144,202","1,814","21,274",,,147,"3,300",0,0,,,,,,,,
19-Dec-13,348,446,"366,373",744,"141,932","2,004","18,538",,,116,"3,515",0,0,,,,,,,,
20-Dec-13,314,381,"296,829",568,"119,702","1,955","16,721",,,113,"3,016",0,0,,,,,,,,
21-Dec-13,216,314,"228,143",573,"114,450","2,141","13,924",,,82,"2,063",0,0,,,,,,,,
22-Dec-13,229,302,"208,713",588,"107,792","1,588","13,203",,,73,"1,845",0,0,,,,,,,,
23-Dec-13,228,385,"312,027",546,"134,148","1,945","19,715",,,78,"1,797",0,0,,,,,,,,
24-Dec-13,154,342,"259,503",396,"95,312","1,667","15,387",,,57,"1,251",0,0,,,,,,,,
25-Dec-13,132,245,"159,853",208,"69,597","1,449","12,316",,,43,758,0,0,,,,,,,,
26-Dec-13,165,271,"199,844",227,"67,928","2,399","15,798",,,62,978,0,0,,,,,,,,
27-Dec-13,233,386,"320,419",249,"55,283","2,685","19,969",,,90,"1,313",0,0,,,,,,,,
28-Dec-13,219,356,"300,378",255,"63,775","3,034","19,489",,,85,"1,294",0,0,,,,,,,,
29-Dec-13,270,386,"310,771",232,"55,084","2,750","22,281",,,86,"1,459",0,0,,,,,,,,
30-Dec-13,278,432,"420,955",208,"64,669","2,999","27,288",,,148,"2,925",0,0,,,,,,,,
31-Dec-13,245,495,"472,433",166,"43,467","2,379","18,334",,,110,"2,422",0,0,,,,,,,,
1-Jan-14,232,363,"399,615",646,"184,967","2,721","17,041",,,106,"1,729",0,0,,,,,,,,
2-Jan-14,336,456,"589,047",549,"176,871","3,505","23,438",,,152,"2,517",0,0,,,,,,,,
3-Jan-14,379,491,"642,836",578,"174,290","3,001","22,708",,,145,"2,434",0,0,,,,,,,,
4-Jan-14,310,469,"571,885",582,"191,078","3,117","19,668",,,98,"2,034",0,0,,,,,,,,
5-Jan-14,331,409,"568,178",508,"194,661","2,722","21,439",,,145,"2,396",0,0,,,,,,,,
6-Jan-14,766,641,"774,741","1,589","432,192","3,415","26,784",,,224,"3,559",0,0,0,0,0,664,0,0,"6,271",0
7-Jan-14,872,632,"741,856","1,993","573,835","3,750","27,902",,,200,"4,008",0,0,0,0,0,772,0,0,"7,505",0
8-Jan-14,"1,073",669,"739,015","1,516","452,789","3,685","29,069",,,170,"4,169",0,0,0,0,0,953,0,0,"6,904",0
9-Jan-14,983,653,"740,556","1,494","404,780","3,701","27,170",,,142,"4,183",0,0,0,0,0,920,0,0,"8,451",0
10-Jan-14,798,613,"710,452","2,213","505,489","3,007","23,060",,,153,"4,055",0,0,0,0,0,886,0,0,"7,971",0
11-Jan-14,583,574,"637,999","2,232","526,259","2,929","19,062",,,113,"2,883",0,0,0,0,0,"1,133",0,0,"10,694",0
12-Jan-14,722,544,"671,962","1,289","331,294","3,065","21,435",,,130,"3,212",0,0,0,0,0,"1,264",0,0,"11,577",0
13-Jan-14,"1,034",681,"726,424","1,187","303,372","3,599","27,144",,,180,"4,602",0,0,0,0,0,939,0,0,"8,783",0
14-Jan-14,983,707,"709,878","1,184","266,180","3,685","27,812",,,160,"4,699",0,0,0,0,0,978,0,0,"10,016",0
15-Jan-14,961,676,"725,901","1,125","261,959","3,452","27,745",,,162,"4,489",0,0,0,0,0,943,0,0,"8,289",0
16-Jan-14,936,695,"786,168","1,742","393,132","3,678","29,059",,,166,"4,545",0,0,0,0,0,773,0,0,"8,284",0
17-Jan-14,857,742,"766,498","1,600","338,295","3,134","25,383",,,146,"4,210",0,0,0,0,0,903,0,0,"7,319",0
18-Jan-14,657,674,"658,621","1,274","328,547","2,637","20,785",,,133,"2,939",0,0,0,0,0,914,0,0,"7,656",0
19-Jan-14,742,698,"691,325","1,491","377,071","3,374","28,134",,,140,"3,323",0,0,0,0,0,"1,094",0,0,"7,836",0
20-Jan-14,"1,006",766,"863,079","2,059","451,361","3,729","37,643",,,192,"4,821",0,0,0,0,0,"1,100",0,0,"9,052",0
21-Jan-14,"1,078",723,"793,465","1,724","394,905","3,864","35,802",,,214,"4,796",0,0,0,0,0,885,0,0,"7,348",0
22-Jan-14,"1,056",701,"752,307","2,351","520,704","3,414","33,876",,,277,"4,685",0,0,0,0,0,935,0,0,"9,095",0
23-Jan-14,916,713,"713,273","2,020","489,261","3,577","30,610",,,238,"4,628",0,0,0,0,0,989,0,0,"8,055",0
24-Jan-14,831,734,"676,643","2,016","458,483","3,079","26,252",,,160,"3,829",0,0,0,0,0,935,0,0,"6,493",0
25-Jan-14,698,590,"603,648","2,221","460,573","2,698","21,515",,,144,"3,010",0,0,0,0,0,"1,051",0,0,"8,662",0
26-Jan-14,822,716,"725,839","2,142","503,290","3,249","24,654",,,131,"3,351",0,0,0,0,0,"1,059",0,0,"9,529",0
27-Jan-14,978,856,"910,931","1,638","413,117","3,539","30,812",,,218,"4,931",0,0,0,0,0,766,269,0,"7,670","1,243"
28-Jan-14,"1,025",882,"832,581","1,630","371,689","3,456","30,450",,,204,"4,565",0,0,0,0,0,571,278,0,"6,384","1,224"
29-Jan-14,"1,100",856,"791,214","1,638","339,800","3,064","28,370",,,265,"4,587",0,0,0,0,0,505,217,0,"5,842",949
30-Jan-14,853,822,"801,711","1,649","360,277","2,847","26,604",,,193,"5,481",0,0,0,0,0,574,205,0,"6,546",932
31-Jan-14,850,813,"767,234","1,651","373,550","2,569","22,605",,,195,"4,963",0,0,0,0,0,487,132,0,"5,786",566
1-Feb-14,799,816,"750,533","1,751","407,141","2,535","20,616",,,160,"3,998",0,0,0,0,0,502,187,0,"5,699",813
2-Feb-14,939,786,"718,095","1,446","382,356","2,789","21,068",,,223,"4,240",0,0,0,0,0,614,291,0,"6,962","1,164"
3-Feb-14,"1,078",900,"858,493","1,791","494,281","3,077","29,912",,,234,"5,061",0,0,0,0,0,407,234,0,"4,000","1,074"
4-Feb-14,"1,098",926,"817,407","1,363","431,429","3,630","33,283",,,263,"5,370",0,0,0,0,0,353,120,0,"3,992",474
5-Feb-14,969,841,"774,156","1,240","354,283","2,836","28,070",,,209,"5,122",0,0,0,0,0,307,157,0,"3,049",668
6-Feb-14,876,775,"670,918","1,067","332,033","2,380","23,442",,,214,"5,025",0,0,0,0,0,207,70,0,"2,063",225
7-Feb-14,738,618,"476,359",968,"269,027","2,063","22,163",,,239,"4,090",0,0,0,0,0,405,136,0,"4,432",510
8-Feb-14,570,607,"392,070","1,074","265,454","2,034","17,386",,,231,"2,987",0,0,0,0,0,407,192,0,"4,550",745
9-Feb-14,762,585,"433,710","1,209","312,149","2,315","19,640",,,239,"3,535",0,0,0,0,0,396,232,0,"4,372","1,059"
10-Feb-14,865,553,"404,960","1,520","396,492","2,607","24,934",,,283,"4,520",0,0,0,0,0,410,159,0,"4,344",729
11-Feb-14,787,392,"259,235","1,545","393,430","2,430","25,568",,,292,"4,359",0,0,0,0,0,303,213,0,"2,925",648
12-Feb-14,808,306,"200,480","1,305","316,765","2,372","23,263",,,242,"4,400",0,0,0,0,0,359,106,0,"4,085",478
13-Feb-14,680,257,"162,112","1,372","306,377","2,318","22,052",,,246,"3,972",0,0,0,0,0,300,127,0,"3,492",539
14-Feb-14,620,273,"142,057","1,222","287,857","1,826","17,110",,,198,"3,334",0,0,0,0,0,348,110,0,"3,777",433
15-Feb-14,513,237,"110,674","1,173","237,717","2,083","16,105",,,169,"2,746",0,0,0,0,0,381,166,0,"3,974",746
16-Feb-14,593,239,"119,725","1,312","278,453","1,911","17,462",,,167,"3,104",0,0,0,0,0,389,226,0,"4,244",892
17-Feb-14,706,249,"138,746","1,116","223,736","2,534","23,242",,,260,"4,134",0,0,0,0,0,424,93,0,"4,517",357
18-Feb-14,707,280,"157,249","1,327","254,802","2,709","26,489",,,233,"4,530",0,0,0,0,0,314,86,0,"3,653",312
19-Feb-14,752,301,"150,145",531,"131,672","2,553","25,607",,,206,"4,188",0,0,0,0,0,253,162,0,"2,777",717
20-Feb-14,676,267,"152,560",481,"134,525","2,636","23,489",,,217,"4,283",0,0,0,0,0,258,106,0,"2,755",503
21-Feb-14,658,339,"146,628",3,"1,322","2,221","20,484",,,171,"3,696",0,0,0,0,0,332,101,0,"3,798",403
22-Feb-14,562,294,"129,295",0,0,"1,991","17,533",,,143,"2,947",0,0,0,0,0,290,221,0,"3,124",960
23-Feb-14,688,256,"132,020",0,0,"2,270","18,548",,,192,"3,342",0,0,0,0,0,521,235,0,"5,867","1,020"
24-Feb-14,912,319,"169,174",188,"69,175","3,015","25,034",,,270,"4,641",0,0,0,0,0,393,68,0,"4,858",320
25-Feb-14,868,353,"185,460",2,964,"2,753","26,267",,,259,"4,738",0,0,0,0,0,289,190,0,"3,802","1,003"
26-Feb-14,835,362,"175,251",128,"38,408","2,566","24,578",,,240,"4,848",0,0,0,0,0,251,198,0,"3,072",865
27-Feb-14,883,445,"162,267",128,"40,069","2,412","24,121",,,292,"5,025",0,0,0,0,0,197,80,0,"2,596",392
28-Feb-14,692,368,"152,603",128,"34,326","2,363","21,515",,,265,"5,448",0,0,0,0,0,213,182,0,"2,289",842
1-Mar-14,622,276,"124,406",127,"30,614","1,985","17,533",,,177,"3,612",0,0,0,0,0,320,182,0,"3,880",737
2-Mar-14,639,254,"137,008",127,"27,992","2,567","19,453",,,241,"4,604",0,0,0,0,0,282,169,0,"2,970",722
3-Mar-14,835,281,"187,254",127,"31,598","2,643","23,249",,,286,"5,149",0,0,0,0,0,282,172,0,"3,720",868
4-Mar-14,816,297,"184,782",128,"28,797","2,382","24,114",,,209,"4,863",0,0,0,0,0,288,126,0,"3,613",713
5-Mar-14,826,295,"175,523",13,"3,807","2,333","23,266",,,249,"5,270",0,0,0,0,0,271,137,0,"3,792",622
6-Mar-14,732,301,"166,499",0,0,"2,584","21,821",,,242,"4,996",0,0,0,0,0,173,98,0,"2,250",497
7-Mar-14,632,270,"142,769",0,0,"2,154","18,522",,,173,"3,758",0,0,0,0,0,226,82,0,"2,854",333
8-Mar-14,561,250,"119,552",0,0,"1,924","15,673",,,146,"2,876",0,0,0,0,0,346,269,0,"4,865","1,394"
9-Mar-14,619,237,"115,302",0,0,"2,295","16,946",,,169,"3,239",0,0,0,0,0,220,79,0,"2,883",348
10-Mar-14,868,297,"157,821",0,0,"2,448","21,406",,,284,"4,842",0,0,0,0,0,279,186,0,"3,793",990
11-Mar-14,743,253,"135,284",0,0,"2,408","21,084",,,254,"4,810",0,0,0,0,0,192,132,0,"2,467",677
12-Mar-14,804,256,"130,775",0,0,"2,748","22,179",,,244,"4,938",0,0,0,0,0,383,118,0,"5,332",553
13-Mar-14,654,270,"133,674",0,0,"2,520","20,554",,,241,"4,740",0,0,0,0,0,264,78,0,"3,229",340
14-Mar-14,566,268,"146,144",0,0,"1,998","17,767",,,230,"4,462",0,0,0,0,0,248,166,0,"3,199",798
15-Mar-14,538,220,"112,372",0,0,"1,980","15,277",,,160,"3,331",0,0,0,0,0,200,168,0,"2,519",814
16-Mar-14,640,203,"112,892",0,0,"2,402","16,649",,,188,"3,713",0,0,0,0,0,349,185,0,"4,781",960
17-Mar-14,801,295,"164,103",0,0,"2,217","19,837",,,261,"5,144",0,0,0,0,0,359,211,0,"3,671",996
18-Mar-14,830,320,"203,413",0,0,"2,465","20,434",,,268,"6,403",0,0,0,0,0,260,164,0,"2,685",837
19-Mar-14,836,406,"278,495",136,"49,321","2,617","21,119",,,228,"6,474",0,0,0,0,0,372,129,0,"4,344",610
20-Mar-14,726,432,"314,164",814,"275,858","2,730","21,439",,,228,"6,104",0,0,0,0,0,174,118,0,"2,205",486
21-Mar-14,674,469,"299,842",511,"159,247","2,639","18,500",,,209,"5,440",0,0,0,0,0,249,135,0,"2,992",545
22-Mar-14,615,404,"282,545",750,"215,818","2,713","16,709",,,182,"4,681",0,0,0,0,0,308,197,0,"4,090",905
23-Mar-14,634,507,"304,340",778,"229,572","3,018","19,955",,,202,"4,747",0,0,0,0,0,343,190,0,"4,527",812
24-Mar-14,897,517,"338,880","1,030","310,453","4,022","27,910",,,323,"7,142",0,0,0,0,0,296,110,0,"3,764",513
25-Mar-14,903,506,"307,924",774,"251,027","3,772","29,814",,,303,"7,115",0,0,0,0,0,370,215,0,"4,641",961
26-Mar-14,955,544,"287,371","1,125","291,066","3,939","28,640",,,339,"7,112",0,0,0,0,0,330,145,0,"4,320",640
27-Mar-14,803,527,"313,619","1,147","259,515","3,962","26,732",,,275,"6,598",0,0,0,0,0,356,222,0,"4,379",919
28-Mar-14,759,506,"282,300","1,055","233,072","2,591","21,604",,,328,"5,966",0,0,0,0,0,169,245,0,"1,836","1,136"
29-Mar-14,518,437,"234,295","1,008","210,000","2,459","17,509",,,177,"4,508",0,0,0,0,0,195,132,0,"2,180",549
30-Mar-14,747,422,"278,537","1,243","300,392","2,538","20,275",,,202,"4,843",0,0,0,0,0,521,157,0,"7,366",810
31-Mar-14,906,522,"339,351","1,258","351,364","2,885","24,279",,,295,"6,997",0,0,0,0,0,302,301,0,"4,200","1,569"
1-Apr-14,802,518,"387,743","1,275","361,409","2,409","23,918",,,300,"7,150",0,0,0,0,0,203,361,0,"3,118","1,978"
2-Apr-14,986,580,"456,028","1,193","315,704","2,797","21,710",,,300,"7,074",0,0,0,0,0,192,316,0,"2,518","1,620"
3-Apr-14,871,643,"485,878",818,"219,298","2,462","21,874",,,325,"6,859",0,0,0,0,0,147,193,0,"1,888","1,045"
4-Apr-14,852,552,"421,516",873,"242,648","2,271","18,870",,,310,"6,574",0,0,0,0,0,195,262,0,"2,504","1,357"
5-Apr-14,587,555,"372,171",907,"239,201","2,385","16,164",,,216,"4,452",0,0,0,0,0,190,383,0,"2,373","1,985"
6-Apr-14,636,536,"412,629",964,"277,298","2,147","17,258",,,229,"4,848",0,0,0,0,0,243,318,0,"4,058","1,720"
7-Apr-14,956,571,"532,521",953,"320,322","2,569","21,647",,,301,"7,664",0,0,0,0,0,153,326,0,"2,176","1,700"
8-Apr-14,819,535,"412,631",899,"273,414","2,768","23,212",,,384,"8,200",0,0,0,0,0,183,258,0,"2,558","1,391"
9-Apr-14,813,576,"426,546",804,"204,917","2,830","22,505",,,309,"7,525",0,0,0,0,0,271,284,0,"4,113","1,447"
10-Apr-14,754,509,"401,022",922,"230,738","2,416","20,890",,,330,"7,008",0,0,0,0,0,210,362,0,"2,863","1,847"
11-Apr-14,677,448,"315,868",917,"212,812","2,019","18,299",,,295,"6,044",0,0,0,0,0,231,281,0,"3,431","1,326"
12-Apr-14,492,379,"278,490",942,"213,394","2,011","14,345",,,196,"4,227",0,0,0,0,0,261,288,0,"3,375","1,453"
13-Apr-14,561,433,"314,177",801,"196,067","2,171","16,506",,,207,"4,838",0,0,0,0,0,255,394,0,"3,234","2,165"
14-Apr-14,770,524,"357,367",908,"222,957","2,996","22,455",,,308,"6,857",0,0,0,0,0,250,240,0,"3,388","1,193"
15-Apr-14,776,553,"354,437",864,"196,103","3,311","22,919",,,330,"7,216",0,0,0,0,0,278,243,0,"4,165","1,287"
16-Apr-14,880,536,"355,238",891,"212,132","2,714","21,527",,,279,"6,218",0,0,0,0,0,266,293,0,"3,504","1,576"
17-Apr-14,661,487,"324,275",913,"228,960","2,164","17,753",,,206,"5,402",0,0,0,0,0,170,310,0,"1,969","1,542"
18-Apr-14,551,409,"270,128","1,076","264,793","2,230","14,496",,,209,"4,406",0,0,0,0,0,155,311,0,"2,190","1,527"
19-Apr-14,473,369,"254,104","1,125","264,598","1,610","12,581",,,166,"3,295",0,0,0,0,0,143,324,0,"1,773","1,703"
20-Apr-14,503,375,"237,416","1,106","300,166","2,032","13,615",,,160,"3,380",0,0,0,0,0,194,378,0,"2,868","2,093"
21-Apr-14,580,396,"275,918","1,093","320,599","2,326","18,050",,,261,"4,895",0,0,0,0,0,451,85,0,"6,056",407
22-Apr-14,855,497,"333,308",883,"239,183","2,718","21,000",,,361,"6,298",0,0,0,0,0,502,0,0,"7,536",0
23-Apr-14,792,519,"356,919",897,"225,061","2,472","20,948",,,389,"7,058",0,0,0,0,0,480,0,0,"6,302",0
24-Apr-14,747,508,"302,005",841,"226,809","2,534","19,629",,,328,"6,152",0,0,0,0,0,465,0,0,"7,037",0
25-Apr-14,693,485,"259,613",778,"202,715","2,105","17,010",,,269,"5,314",0,0,0,0,0,393,0,0,"5,554",0
26-Apr-14,457,398,"212,771",633,"173,475","1,742","13,888",,,252,"3,858",0,0,0,0,0,463,0,0,"6,008",0
27-Apr-14,468,414,"238,523",584,"167,079","2,254","15,380",,,240,"4,026",0,0,0,0,0,496,0,0,"6,144",0
28-Apr-14,801,456,"282,383",910,"267,457","2,568","20,246",,,399,"5,983",0,0,0,0,0,286,320,0,"3,955","1,731"
29-Apr-14,745,459,"265,974",900,"262,751","2,646","20,302",,,378,"6,180",0,0,0,0,0,295,266,0,"3,775","1,354"
30-Apr-14,776,490,"291,067",848,"234,890","2,532","18,976",,,292,"5,979",0,0,0,0,0,182,271,0,"2,549","1,393"
1-May-14,675,522,"314,489",930,"233,902","2,396","17,688",,,327,"5,755",0,0,0,0,0,202,321,0,"2,596","1,618"
2-May-14,691,399,"261,074",910,"209,947","1,979","16,185",,,290,"5,316",0,0,0,0,0,177,266,0,"2,440","1,338"
3-May-14,477,391,"215,128",789,"189,495","1,955","13,710",,,233,"3,616",0,0,0,0,0,300,339,0,"4,089","1,725"
4-May-14,541,433,"296,758","1,397","334,152","2,072","15,282",,,250,"4,138",0,0,0,0,0,261,380,0,"3,923","1,821"
